-1.0446364336320937e-05,-1.0818043085630552e-05,-1.1122198394499096e-05,-1.1387433512772226e-05,-1.1686992502519277e-05,-1.2157877327303942e-05,-1.284959528970594e-05,-1.3743451032994728e-05,-1.4793684087567418e-05,-1.594517346105334e-05,-1.7141147656671406e-05,-1.832699756233214e-05,-1.9453075421566994e-05,-2.047802835291601e-05,-2.13737384369464e-05,-2.2133099467505446e-05,-2.2781493985689862e-05,-2.3392132448501337e-05,-2.4104425346958638e-05,-2.49706490040123e-05,-2.597410484301912e-05,-2.707092343249421e-05,-2.8208254164185997e-05,-2.933254241480572e-05,-3.0394176128943872e-05,-3.135156873996507e-05,-3.217640161463004e-05,-3.286153591637114e-05,-3.3432579269531425e-05,-3.39633195665563e-05,-3.4594229236206346e-05,-3.5379370603172175e-05,-3.6302627357656004e-05,-3.731996884222264e-05,-3.837763268386425e-05,-3.942004962300425e-05,-4.0393775080067556e-05,-4.1250383697143976e-05,-4.194990734420231e-05,-4.246590301155156e-05,-4.2793388633775675e-05,-4.296051250699343e-05,-4.304409816895721e-05,-4.318819744420967e-05,-4.345134272655691e-05,-4.3849391790099285e-05
-3.0784275938534417e-06,-3.8801648628615845e-06,-4.521398544912471e-06,-4.896617418226431e-06,-4.9327556613706765e-06,-5.680940109412869e-06,-6.826031920702088e-06,-8.196144097168155e-06,-9.694579473541751e-06,-1.126309483361976e-05,-1.2861455161973139e-05,-1.4455146733543467e-05,-1.600675378528012e-05,-1.746856730847687e-05,-1.8775832845095263e-05,-1.9842878948817525e-05,-2.0571102341654838e-05,-2.0895129896943996e-05,-2.188874965750739e-05,-2.3236586083838412e-05,-2.4767431138405906e-05,-2.6384931664497737e-05,-2.8029900649712107e-05,-2.9658872796776065e-05,-3.1230604114108656e-05,-3.26961082508119e-05,-3.3990558067448215e-05,-3.502872516095186e-05,-3.571265221743369e-05,-3.597781652951387e-05,-3.690738494242468e-05,-3.818153915731682e-05,-3.9626789466419995e-05,-4.114614569306111e-05,-4.268146690731894e-05,-4.419253547347351e-05,-4.564450368047494e-05,-4.699910190375322e-05,-4.820711873770721e-05,-4.9201541962265897e-05,-4.9893625648444787e-05,-5.0180946876729995e-05,-4.999401922059495e-05,-5.041277534503582e-05,-5.11137855854745e-05,-5.194905698259592e-05
7.327539572986645e-06,5.8796344785193976e-06,4.711569093503042e-06,4.252771256304249e-06,2.600014348919562e-06,9.395390571759162e-07,-7.492469330800673e-07,-2.480080889274811e-06,-4.257156100506199e-06,-6.077167513993045e-06,-7.931010653660197e-06,-9.803369785659705e-06,-1.1668640020174619e-05,-1.3480131554218602e-05,-1.5145436265047003e-05,-1.647119862858909e-05,-1.7039569612101916e-05,-1.8866139148260987e-05,-2.0675680785230545e-05,-2.2491785182874094e-05,-2.432932300841526e-05,-2.6191965742178153e-05,-2.807396594450145e-05,-2.9960761381780876e-05,-3.182585066357544e-05,-3.362056334477805e-05,-3.5249593769625516e-05,-3.651552901135273e-05,-3.69945026012013e-05,-3.8859333637739643e-05,-4.0682229217913274e-05,-4.2489381189104884e-05,-4.429829219399117e-05,-4.611543987891273e-05,-4.793870748449348e-05,-4.975936204722315e-05,-5.1561792861725164e-05,-5.3319453457190304e-05,-5.49839449065847e-05,-5.646007464765829e-05,-5.7550006729363285e-05,-5.782849742992295e-05,-5.954085858645286e-05,-6.118412984572032e-05,-6.277979389614966e-05,-6.427122235707394e-05
2.0887141586431756e-05,1.8647584263830777e-05,1.609169310842239e-05,1.2600554920409402e-05,1.0117054006784386e-05,8.063748662351487e-06,6.155956964948505e-06,4.2781822685254345e-06,2.391971009976406e-06,4.929947847043632e-07,-1.4098978034220448e-06,-3.306971462584706e-06,-5.199616624020836e-06,-7.120260334254666e-06,-9.172877734716802e-06,-1.1619356608492171e-05,-1.5065734483759204e-05,-1.7523690087720344e-05,-1.956517736599928e-05,-2.146958577426354e-05,-2.33464228072281e-05,-2.5228880216461496e-05,-2.7118083710469478e-05,-2.9006349264170692e-05,-3.0894307175827634e-05,-3.281325463020402e-05,-3.486701766400505e-05,-3.7319480933506676e-05,-4.078258059018402e-05,-4.3251492733409504e-05,-4.5301156591981175e-05,-4.721419234166746e-05,-4.910187017278805e-05,-5.0998478019783745e-05,-5.290513043873864e-05,-5.481106965268888e-05,-5.6706131519334915e-05,-5.859294218772593e-05,-6.0507144951479735e-05,-6.25584924912305e-05,-6.501828120902894e-05,-6.850760085439754e-05,-7.102709725098089e-05,-7.315977609927077e-05,-7.51946137925308e-05,-7.726495357638895e-05
2.978952273751816e-05,2.7155109941756233e-05,2.456482799326399e-05,2.2185968330771238e-05,2.0305029363625107e-05,1.7935140628264157e-05,1.5363907617041238e-05,1.2719764688931737e-05,1.0055272598619306e-05,7.387111307611126e-06,4.715409617375592e-06,2.033308182175435e-06,-6.673800097431871e-07,-3.390088663671359e-06,-6.121515637609318e-06,-8.803287536694265e-06,-1.1262926189395957e-05,-1.321224302898329e-05,-1.565399530295429e-05,-1.8296900152461974e-05,-2.101140577701647e-05,-2.3745018591981664e-05,-2.648165369087583e-05,-2.92217355945659e-05,-3.197150054866325e-05,-3.4734473857147426e-05,-3.749823860100769e-05,-4.020523692775092e-05,-4.268258795496942e-05,-4.4641986385790906e-05,-4.709502156248691e-05,-4.9744857176384726e-05,-5.2458380675595184e-05,-5.518049889182415e-05,-5.7893010250734834e-05,-6.059472604979297e-05,-6.329161923350422e-05,-6.599097027832692e-05,-6.869508192003416e-05,-7.138897942127785e-05,-7.401148679764379e-05,-7.638500291856922e-05,-7.82167590386134e-05,-8.051953818817508e-05,-8.299310526547508e-05,-8.55487674672405e-05
4.184100514103594e-05,3.8664924336684804e-05,3.5744592185742e-05,3.35142479538357e-05,3.0192074061206662e-05,2.6940287517835576e-05,2.37507766210382e-05,2.0606749143702068e-05,1.7487403131755402e-05,1.4371437349092024e-05,1.123980727916044e-05,8.079133674966566e-06,4.888367406791443e-06,1.6930073732788762e-06,-1.4254330103500917e-06,-4.269931143386836e-06,-6.410569321777965e-06,-9.80173255791989e-06,-1.3121780683855938e-05,-1.6380642752993258e-05,-1.9596016430629762e-05,-2.278872386014801e-05,-2.59785231009341e-05,-2.917954338571823e-05,-3.2392965522448333e-05,-3.559240980674012e-05,-3.869413938695156e-05,-4.1497139004903446e-05,-4.3565070663813966e-05,-4.7064584595136834e-05,-5.046519409397129e-05,-5.37792472465549e-05,-5.7026341990060605e-05,-6.022896795506888e-05,-6.340917214473887e-05,-6.658588073238996e-05,-6.977147023905938e-05,-7.296496111739428e-05,-7.613750146808215e-05,-7.920239221713407e-05,-8.195478663406845e-05,-8.395306564329454e-05,-8.751222308474645e-05,-9.095243149862074e-05,-9.428568113847786e-05,-9.746957776832518e-05
5.724435931483166e-05,5.334482763926832e-05,4.908172757549184e-05,4.385213940179657e-05,3.959932162461441e-05,3.585792723276087e-05,3.2382260717027356e-05,2.903847903149016e-05,2.5756348636836365e-05,2.2500574551948568e-05,1.9253025173351705e-05,1.599997371462928e-05,1.271899616837321e-05,9.358696991765084e-06,5.799608538988531e-06,1.7730521735256666e-06,-3.3113695172268503e-06,-7.466019128915536e-06,-1.1145886520457807e-05,-1.4586942236999426e-05,-1.7914953576882616e-05,-2.1194183115035227e-05,-2.445692166324377e-05,-2.7723226108850473e-05,-3.101806837095327e-05,-3.439399792650359e-05,-3.797184082453738e-05,-4.2023298280706714e-05,-4.714544166022139e-05,-5.133464385534702e-05,-5.504770689518126e-05,-5.852142989011817e-05,-6.188213654719491e-05,-6.5194248946243e-05,-6.848907363367538e-05,-7.178262625060703e-05,-7.508847136010924e-05,-7.843102192896354e-05,-8.186622462285992e-05,-8.552143399216219e-05,-8.967795878161545e-05,-9.494615325242279e-05,-9.932271899636757e-05,-0.00010327414540713525,-0.00010704230325317967,-0.0001107490931063833
6.777885534722527e-05,6.357697859327289e-05,5.9315091349021606e-05,5.5046171999392425e-05,5.0932704033525576e-05,4.6901643380961466e-05,4.289398508572481e-05,3.8887253924927616e-05,3.4873235091916355e-05,3.084807967231757e-05,2.680750325854936e-05,2.2743868341197573e-05,1.864384241337785e-05,1.4487087258800133e-05,1.0249545583141547e-05,5.922072850561726e-06,1.5738786218018934e-06,-2.6228334985504684e-06,-6.737389214493717e-06,-1.0828424602809559e-05,-1.4917938993111935e-05,-1.9014169240839897e-05,-2.3122068614751877e-05,-2.7248719938002908e-05,-3.140666462130279e-05,-3.561553867885341e-05,-3.989875362275529e-05,-4.426448129885511e-05,-4.864119373735326e-05,-5.285539972394648e-05,-5.6976453611875856e-05,-6.10643824034132e-05,-6.514116237546623e-05,-6.921405704977175e-05,-7.328604887712059e-05,-7.736091846639756e-05,-8.144630460224617e-05,-8.555610161084863e-05,-8.971172701459757e-05,-9.393860655453916e-05,-9.824690723378401e-05,-0.0001025665314718399,-0.00010672686564484078,-0.00011080211570828676,-0.00011486144406724025,-0.0001189815457820945
7.929728093931975e-05,7.481987375428437e-05,7.049749333860602e-05,6.64430596773078e-05,6.275838102767428e-05,5.845679786915805e-05,5.384341263916588e-05,4.907482907457225e-05,4.422918230763547e-05,3.9344398476726165e-05,3.443982057837058e-05,2.9529518599735934e-05,2.4632294830409575e-05,1.978133973705109e-05,1.5034265436725378e-05,1.047949694189007e-05,6.2224333119984004e-06,2.3581340393460547e-06,-2.1179447630078574e-06,-6.8974889671816665e-06,-1.182191343306971e-05,-1.681098688273652e-05,-2.1823430228111245e-05,-2.6833932135578856e-05,-3.181797033962724e-05,-3.6739427398523143e-05,-4.153913319224032e-05,-4.612777752658707e-05,-5.039959496723519e-05,-5.425967899113841e-05,-5.872152920390793e-05,-6.347138595382724e-05,-6.834791565588308e-05,-7.327020822178928e-05,-7.8198463287434e-05,-8.311179625163346e-05,-8.799460910069973e-05,-9.282638193776578e-05,-9.757186446221247e-05,-0.00010217093757192891,-0.00010653226039221105,-0.00011054759529990071,-0.00011411983851404009,-0.00011826664773154795,-0.00012267210892943556,-0.00012720711543381447
9.346538175434549e-05,8.839617723452565e-05,8.359723720903211e-05,7.94836110545239e-05,7.423578594522769e-05,6.899623489336198e-05,6.37466622766198e-05,5.8472597194196206e-05,5.3166702575095506e-05,4.7827695140499316e-05,4.245957060184312e-05,3.7072780199166205e-05,3.16888326658391e-05,2.6351148543867472e-05,2.11487376373081e-05,1.626852609618568e-05,1.2113308737180316e-05,6.647203933207577e-06,1.209699389573434e-06,-4.220520659491194e-06,-9.658547029746136e-06,-1.5110190174011993e-05,-2.057280336288534e-05,-2.6034972424375278e-05,-3.1472722146827674e-05,-3.68391301861007e-05,-4.204077270912998e-05,-4.688516234243745e-05,-5.096204726316188e-05,-5.651120228756621e-05,-6.199283490760496e-05,-6.743151563698209e-05,-7.284574909748868e-05,-7.824504876855459e-05,-8.363144755414763e-05,-8.900059108300228e-05,-9.434073221288084e-05,-9.962814528241166e-05,-0.00010481612004152322,-0.0001098109143830464,-0.00011441869087420374,-0.00011822609102018174,-0.00012366580356388968,-0.00012900827668374287,-0.00013427780458704602,-0.00013942762073631006
